39,work_class,education,education_yrs,marital_status,occupation,relationship,ethnicity,gender,capital_gain,capital_lost,hours_week,country,salary
31, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,42845
38, Private, Some-college,10, Separated, Other-service, Not-in-family, White, Female,4650,0,72, United-States,29824
55, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India,71251
48, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,24493
58, Self-emp-not-inc, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,80, United-States,18891
23, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,18769
28, State-gov, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States,31246
49, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States,40446
51, Private, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,40, United-States,30765
23, Private, HS-grad,9, Separated, Craft-repair, Own-child, White, Male,0,0,53, United-States,44126
40, Self-emp-not-inc, HS-grad,9, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States,48221
59, Private, HS-grad,9, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China,39183
47, Private, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States,37658
37, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,43675
39, Private, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Male,1506,0,40, United-States,33435
43, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,30354
40, Private, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,42374
48, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,290075
29, Private, 9th,5, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States,24310
48, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,159808
37, Private, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States,48317
19, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,4101,0,48, United-States,33766
28, Private, 10th,6, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States,47044
56, Private, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Trinadad&Tobago,37215
45, Private, HS-grad,9, Divorced, Transport-moving, Own-child, White, Male,0,0,60, United-States,35676
60, State-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,36754
53, State-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States,294502
37, State-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,38635
31, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,32516
29, Private, Assoc-voc,11, Married-AF-spouse, Farming-fishing, Husband, White, Male,0,0,44, United-States,135380
31, ?, HS-grad,9, Widowed, ?, Unmarried, White, Female,0,0,36, United-States,46950
39, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Cuba,47079
31, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,128770
42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States,200273
17, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16, United-States,45366
19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,45947
24, Private, Bachelors,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,32, United-States,41284
62, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,6418,0,40, United-States,255352
34, Private, 1st-4th,2, Never-married, Other-service, Other-relative, White, Female,0,0,40, Guatemala,32968
47, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, United-States,164778
58, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,62, Canada,35317
23, Private, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States,39331
33, Private, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,35993
76, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,6, United-States,32948
40, Private, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States,33251
28, Private, 7th-8th,4, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States,42883
41, Private, Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States,43042
46, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7688,0,96, United-States,120874
22, Federal-gov, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,34888
29, Private, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,49528
26, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States,32943
31, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,8614,0,40, United-States,111800
22, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States,36366
41, Private, Some-college,10, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,43, United-States,23047
29, Private, HS-grad,9, Never-married, Transport-moving, Other-relative, Other, Male,0,0,40, Dominican-Republic,32028
60, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,40, United-States,99989
72, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,252379
41, Self-emp-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States,18209
19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,48649
25, Private, Bachelors,13, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,24055
24, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,35924
59, Private, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States,20221
17, Private, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States,23557
59, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,77543
69, ?, Some-college,10, Never-married, ?, Not-in-family, White, Male,1848,0,1, United-States,47382
25, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,2885,0,43, United-States,34616
50, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,60, United-States,32607
29, Private, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States,43986
43, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,21618
29, Local-gov, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States,32254
29, State-gov, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States,42117
32, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,299095
17, ?, 10th,6, Never-married, ?, Other-relative, White, Male,0,0,6, United-States,42900
50, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,153140
43, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,31199
41, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,27566
32, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,283933
54, State-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,265915
65, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,127821
18, ?, HS-grad,9, Never-married, ?, Own-child, Other, Female,0,0,40, United-States,25588
70, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,125882
53, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,254370
37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States,60298
21, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States,47603
20, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,49701
47, State-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Male,0,0,38, United-States,21346
26, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,3942,0,45, United-States,18426
31, Private, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,23099
45, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,37542
35, Private, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,49778
55, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,100979
49, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,104985
33, Self-emp-inc, HS-grad,9, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam,33984
30, Federal-gov, Prof-school,15, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, ?,40191
19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States,47334
48, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,173008
41, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,298173
29, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States,155223
47, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States,210359
53, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States,231668
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,21914
71, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,16, United-States,22065
29, Private, Some-college,10, Never-married, Sales, Unmarried, White, Female,0,0,25, United-States,45925
43, Local-gov, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,19970
23, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States,41558
52, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,26187
56, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,115347
28, Private, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,38470
44, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States,29849
37, Federal-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,45521
30, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,128419
31, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,38065
20, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,18095
64, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States,258337
45, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,25553
40, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,208070
19, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,52, United-States,40215
54, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,45, United-States,64545
61, Self-emp-inc, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan,55324
18, Private, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,42313
62, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,124950
33, Private, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,49128
51, Private, HS-grad,9, Separated, Other-service, Not-in-family, Black, Female,0,0,37, United-States,36714
54, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,43911
24, Private, Some-college,10, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0,0,24, United-States,48252
54, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Germany,43730
42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,244139
51, Federal-gov, Masters,14, Widowed, Sales, Unmarried, White, Male,0,0,50, El-Salvador,236828
41, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,103686
47, Local-gov, Assoc-acdm,12, Separated, Exec-managerial, Not-in-family, White, Male,0,1408,40, United-States,30934
31, State-gov, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,40683
21, Private, Assoc-voc,11, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States,25117
52, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,28816
20, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States,49125
18, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,20932
58, Private, HS-grad,9, Married-civ-spouse, Priv-house-serv, Other-relative, Asian-Pac-Islander, Female,0,0,60, Philippines,30537
23, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,35238
21, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States,31251
43, State-gov, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,31908
53, Private, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,24480
18, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,45151
44, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,220551
31, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,35814
48, Private, 1st-4th,2, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,44543
55, Self-emp-inc, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,39848
24, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States,48021
41, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,236796
35, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,145848
47, Local-gov, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,24345
54, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,32, United-States,48476
40, Private, Bachelors,13, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States,32582
56, Self-emp-not-inc, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,48, United-States,30556
23, Private, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,38454
34, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,49026
27, Local-gov, HS-grad,9, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, United-States,25480
32, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,51023
72, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,74, United-States,34699
43, Local-gov, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1579,40, United-States,44535
32, Private, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States,41367
53, Private, Some-college,10, Separated, Adm-clerical, Own-child, White, Male,0,0,40, Cuba,40328
18, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States,27949
38, Private, 10th,6, Widowed, Transport-moving, Unmarried, Black, Male,114,0,40, United-States,31581
41, Federal-gov, Assoc-voc,11, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,41476
29, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States,20931
70, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,4, United-States,52401
46, Self-emp-inc, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,50, ?,26445
47, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,26089
56, Local-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,15, United-States,26147
28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,2829,0,40, United-States,45588
55, State-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States,154023
50, State-gov, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,6849,0,40, United-States,40479
47, Private, 11th,7, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,35928
42, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,47946
22, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States,29189
42, Private, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,44, Mexico,42781
42, Federal-gov, Some-college,10, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States,25838
46, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,35350
45, Private, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,99, United-States,189019
55, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,55, United-States,22548
57, Private, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,224123
25, Private, 12th,8, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,25589
43, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, Dominican-Republic,18089
34, Self-emp-inc, Bachelors,13, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States,43520
27, Local-gov, Bachelors,13, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, United-States,27500
25, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,2176,0,40, United-States,31291
37, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,22468
48, Private, Some-college,10, Divorced, Sales, Unmarried, White, Male,0,0,45, United-States,48868
38, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States,43929
17, Private, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,594,0,30, United-States,47551
70, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,9386,0,50, United-States,273263
37, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States,18841
45, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States,46966
56, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,294877
64, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,46390
35, Local-gov, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,0,0,38, United-States,25533
23, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,18882
42, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,90, United-States,32767
23, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,40676
26, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,12, United-States,34895
56, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,231590
41, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States,208489
47, Self-emp-not-inc, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,0,2179,50, Mexico,49915
21, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,42107
29, Private, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States,22264
32, State-gov, Some-college,10, Married-spouse-absent, Farming-fishing, Own-child, White, Male,0,0,50, United-States,39035
72, Private, 9th,5, Widowed, Other-service, Unmarried, Black, Female,0,0,20, United-States,39072
69, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States,72396
19, Private, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male,0,0,25, United-States,24279
25, Local-gov, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States,48458
56, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1848,50, United-States,91360
42, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,8614,0,50, United-States,84261
58, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35, United-States,35289
24, Private, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States,29718
41, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,38, United-States,146513
40, Private, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,150300
37, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, ?,40033
25, Private, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,19331
43, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines,195643
36, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,37099
41, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,22885
31, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,41207
22, Private, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,34597
36, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,39108
42, Private, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,18667
29, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,48102
25, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,46, United-States,43485
23, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,28395
34, Private, HS-grad,9, Separated, Sales, Unmarried, Black, Female,0,0,20, United-States,41830
27, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,2580,0,45, United-States,48607
32, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,50, United-States,60079
33, Private, Some-college,10, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,29632
38, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States,37384
21, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, ?,36578
39, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,25416
50, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,232198
32, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States,45643
40, Federal-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,104141
58, Federal-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States,95441
20, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,30489
63, ?, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,2205,40, United-States,48456
56, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,21655
30, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,38453
39, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,39, United-States,18799
25, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,293959
33, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,218981
41, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,29865
50, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,49784
44, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,29556
27, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,26594
27, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,13550,0,40, United-States,169991
58, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy,49393
25, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,15, Mexico,19407
31, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States,36573
39, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,202285
55, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,117120
22, Private, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States,38325
44, Private, Assoc-acdm,12, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,25747
41, ?, Assoc-voc,11, Married-civ-spouse, ?, Wife, White, Female,0,1628,5, ?,28536
44, Private, 12th,8, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States,42016
61, Private, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States,40293
32, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,39030
35, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,216224
28, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,36114
57, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,169420
32, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States,150330
46, State-gov, 7th-8th,4, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States,26142
26, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,1579,20, United-States,21119
